summons_number,plate_id,registration_state,plate_type,issue_date,violation_code,vehicle_body_type,vehicle_make,issuing_agency,street_code1,street_code2,street_code3,vehicle_expiration_date,violation_location,violation_precinct,issuer_precinct,issuer_code,issuer_command,issuer_squad,violation_time,violation_county,violation_in_front_of_or,house_number,street_name,date_first_observed,law_section,sub_division,days_parking_in_effect,vehicle_color,vehicle_year,feet_from_curb,violation_post_code,violation_description,intersecting_street,from_hours_in_effect,to_hours_in_effect,unregistered_vehicle,meter_number,violation_legal_code,time_first_observed
4852052669,KYA5925,NY,PAS,2023-07-15T00:00:00.000,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0326P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,BL,2012,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
2012681578,HZT8844,NY,PAS,2023-07-05T00:00:00.000,14,SUBN,LEXUS,S,66830,12550,63820,20240715,50,50,0,606990,BX08,,0656A,Bronx,O,67,STEVENSON PLACE,0,408,c,,TN,2007,0,,No Standing,,,,,,,00000
9068540312,KWE3869,NY,PAS,2023-07-21T00:00:00.000,71,2DSD,BMW,T,21045,0,0,20240530,20,20,20,358596,T103,EE,0944A,NY,I,E,Freedom Pl,0,408,J6,YYYYYYY,WH,2016,0,55,71A-Insp Sticker Expired (NYS),25ft N/of W 64th St,,,,,,
4851864930,HRH9307,NY,PAS,2023-07-14T00:00:00.000,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0918P,BX,,,SB BRUCKNER BLVD @ E,0,1180,B,,BK,2017,0,,PHTO SCHOOL ZN SPEED VIOLATION,149TH ST,,,,,T,
4854001057,KJD3542,NY,PAS,2023-07-24T00:00:00.000,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,1254P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,WH,2014,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
9057869500,HWJ8546,NY,PAS,2023-07-15T00:00:00.000,13,SUBN,VOLKS,T,10510,34470,34490,20240207,14,14,14,350408,T106,L,0452P,NY,F,977,6th Ave,0,408,C1,YYYYYYY,GY,2011,0,7,13-No Stand (taxi stand),,,,,,,
9066076677,KGX9335,NY,PAS,2023-07-22T00:00:00.000,40,SUBN,JEEP,T,29330,0,0,20250509,83,83,83,365924,T301,X,0839A,K,I,N,Cooper St,0,408,E2,YYYYYYY,BK,2018,0,,40-Fire Hydrant,45ft W/of Knickerboc,,,,,,
9064334330,KED8710,NY,PAS,2023-07-19T00:00:00.000,19,SUBN,HONDA,T,18630,66030,65930,20240804,94,94,94,361813,T301,Q,0519P,K,F,247,Bedford Ave,0,408,C3,YYYYYYY,GY,2020,0,17,19-No Stand (bus stop),,,,,,,
4030800865,KNL6123,NY,PAS,2023-06-16T00:00:00.000,5,SUBN,MASE,V,0,0,0,0,,0,0,0,,,1206P,BK,,,SB JAY ST @ JOHNSON,0,1111,C,,BK,2017,0,,BUS LANE VIOLATION,ST,,,,,T,
8811272142,KND1915,NY,PAS,2023-07-18T00:00:00.000,71,SUBN,BMW,T,7990,9640,9790,20230621,114,114,114,376134,T401,N,0239P,Q,O,41-15,31st Ave,0,408,J6,YYYYYYY,WH,2021,0,,71A-Insp Sticker Expired (NYS),,,,,,,
4031067598,HFY6366,NY,PAS,2023-07-03T00:00:00.000,5,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1205A,BX,,,SB WEBSTER AVE @ ITT,0,1111,C,,GY,2019,0,,BUS LANE VIOLATION,NER PL,,,,,T,
4853940390,JRC5710,NY,PAS,2023-07-23T00:00:00.000,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1253P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,BK,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
4852441285,M73SDF,NJ,PAS,2023-07-17T00:00:00.000,36,SEDA,AUDI,V,0,0,0,0,,0,0,0,,,0633P,BX,,,SB BRUCKNER BLVD @ J,0,1180,B,,,2008,0,,PHTO SCHOOL ZN SPEED VIOLATION,ARVIS AVE,,,,,T,
9057694815,HUV4072,NY,PAS,2023-06-28T00:00:00.000,71,SUBN,DODGE,T,42320,74990,75030,20231017,50,50,50,365896,T201,P,0145P,BX,O,3220,Irwin Ave,0,408,J6,YYYYYYY,BL,2006,0,8,71-Insp. Sticker Missing (NYS,,,,,,,
9061392561,KSG7970,NY,PAS,2023-07-01T00:00:00.000,31,SUBN,VOLKS,T,10610,34270,34290,20231226,13,13,13,371766,T102,N,0213P,NY,F,275,7th Ave,0,408,L3,YYYYYY,WHITE,2022,0,22,31-No Stand (Com. Mtr. Zone),,0700A,0700P,,,,
9020062700,KZN8673,NY,PAS,2023-07-19T00:00:00.000,46,SUBN,JEEP,T,37628,10910,11010,20250111,34,34,34,969880,T103,Y,0211A,NY,O,405,W 203rd St,0,408,F1,YYYYYYY,WH,2019,0,1,46A-Double Parking (Non-COM),,,,,,,
9063892378,JCK2992,NY,PAS,2023-07-14T00:00:00.000,21,SUBN,NISSA,T,77930,40930,18630,20240831,67,67,67,362240,T302,E,1241P,K,O,11,Snyder Ave,0,408,D1,Y  Y,BK,2015,0,51,21-No Parking (street clean),,1130A,0100P,,,,
2012425677,LXR7673,PA,PAS,2023-07-21T00:00:00.000,21,SUBN,FORD,S,25770,78250,8630,0,40,40,0,0,BX01,,0157A,Bronx,F,809,EAST 137 STREET,0,408,d1,Y,BK,0,0,,No Parking Street Cleaning,,1200A,0300A,,,,00000
4852756600,KUX1602,NY,PAS,2023-07-17T00:00:00.000,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0556A,ST,,,EB ROCKLAND AVE @ BO,0,1180,B,,WH,2022,0,,PHTO SCHOOL ZN SPEED VIOLATION,RMAN AVE,,,,,T,
8980392084,KSP8500,NY,PAS,2023-07-21T00:00:00.000,20,SUBN,TOYOT,T,86530,18630,73690,20231229,71,71,71,376924,T302,S,0536P,K,O,1141,Union St,0,408,D,YYYYYYY,TN,2013,0,,20A-No Parking (Non-COM),,,,,,,
9067576554,LCK8321,NY,PAS,2023-07-24T00:00:00.000,70,SUBN,TESLA,T,11930,44930,51530,20230627,90,90,90,373289,T301,F,1114A,K,F,258,Ainslie St,0,408,J3,YYYYYYY,WHITE,2023,0,16,70A-Reg. Sticker Expired (NYS),,,,,,,
8881483853,KNS4474,NY,PAS,2023-07-19T00:00:00.000,21,SUBN,TOYOT,T,50190,22590,35780,20250625,107,107,107,363951,T402,Q,1124A,Q,F,138-08,Hoover Ave,0,408,D1,Y,BK,2021,0,11,21-No Parking (street clean),,1030A,0100P,,,,
4031174020,LCD1799,NY,PAS,2023-07-14T00:00:00.000,5,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0244P,MN,,,WB W 181ST ST @ AUDU,0,1111,C,,WH,2021,0,,BUS LANE VIOLATION,BON AVE,,,,,T,
4852690029,GHXW05,FL,PAS,2023-07-19T00:00:00.000,36,UT,FORD,V,0,30640,0,0,,0,0,0,,,0545P,MN,,,SB WEST ST @ W THAME,0,1180,B,,WHI,2022,0,,PHTO SCHOOL ZN SPEED VIOLATION,S ST,,,,,T,
9064162621,LBN1902,NY,PAS,2023-07-18T00:00:00.000,46,SUBN,BUICK,T,82030,58730,85730,20250706,79,79,79,365832,T301,H,0650A,K,O,114,Stockton St,0,408,F1,YYYYYYY,BR,2009,0,,46A-Double Parking (Non-COM),,,,,,,
4031051657,KVH5855,NY,PAS,2023-07-05T00:00:00.000,5,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0643P,BK,,,NB ROGERS AVE @ MONT,0,1111,C,,GY,2018,0,,BUS LANE VIOLATION,GOMERY ST,,,,,T,
4853243604,KFZ2798,NY,PAS,2023-07-22T00:00:00.000,36,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0838A,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,WH,2022,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
4852657610,GZX6323,NY,PAS,2023-07-19T00:00:00.000,36,SUBN,VOLVO,V,0,0,0,0,,0,0,0,,,0752A,BK,,,EB SHORE ROAD DR @ 4,0,1180,B,,GY,2013,0,,PHTO SCHOOL ZN SPEED VIOLATION,TH AVE,,,,,T,
9067150241,LDM3645,NY,PAS,2023-07-17T00:00:00.000,16,SUBN,KIA,T,19740,9140,61090,20250627,115,115,115,363974,T401,K,0748A,Q,O,39-13,104th St,0,408,K2,YYYYYY,GY,2014,0,18,16A-No Std (Com Veh) Non-COM,,0700A,0500P,,,,
4848164138,JPV8791,NY,PAS,2023-06-23T00:00:00.000,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1136P,BX,,,WB BRUCKNER BLVD @ W,0,1180,B,,BK,2019,0,,PHTO SCHOOL ZN SPEED VIOLATION,HITE PLAINS RD,,,,,T,
4852498805,H55RVU,NJ,PAS,2023-07-16T00:00:00.000,36,SPOR,ACURA,V,0,0,0,0,,0,0,0,,,0140A,QN,,,EB ATLANTIC AVE @ 13,0,1180,B,,,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,2ND ST,,,,,T,
8916813694,KAY5807,NY,PAS,2023-07-22T00:00:00.000,70,4DSD,HONDA,T,9640,37290,8440,20220807,114,114,114,365837,T401,X,0805A,Q,F,32-53,41st St,0,408,J3,YYYYYYY,BLACK,2017,0,,70A-Reg. Sticker Expired (NYS),,,,,,,
4848198884,JRR1672,NY,PAS,2023-06-25T00:00:00.000,36,SUBN,BUICK,V,0,0,0,0,,0,0,0,,,0708A,BX,,,WB BRUCKNER BLVD @ W,0,1180,B,,BK,2017,0,,PHTO SCHOOL ZN SPEED VIOLATION,HITE PLAINS RD,,,,,T,
4853226588,JNN9252,OH,PAS,2023-07-22T00:00:00.000,36,SW,HONDA,V,0,0,0,0,,0,0,0,,,0525A,BK,,,SB CONEY ISLAND AVE,0,1180,B,,TEAL,2007,0,,PHTO SCHOOL ZN SPEED VIOLATION,@ GRAVESEND NECK RD,,,,,T,
9066115890,KLV3391,NY,PAS,2023-07-14T00:00:00.000,21,SUBN,NISSA,T,79430,31530,54130,20250416,88,88,88,374605,T301,U,0949A,K,F,51,S Portland Ave,0,408,D1,Y,GY,2017,0,6,21-No Parking (street clean),,0930A,1100A,,,,
4848131649,M70HFX,NJ,PAS,2023-06-22T00:00:00.000,36,PV,HONDA,V,0,0,0,0,,0,0,0,,,0805P,BK,,,WB EASTERN PKWY @ TR,0,1180,B,,,2016,0,,PHTO SCHOOL ZN SPEED VIOLATION,OY AVE,,,,,T,
9066736057,LJL714,AK,PAS,2023-07-18T00:00:00.000,21,SUBN,BMW,T,36030,11710,13610,20238888,26,26,26,373189,T103,C,1116A,NY,F,526,W 113th St,0,408,D1,Y  Y,WHITE,0,0,20,21-No Parking (street clean),,1100A,1230A,,,,
9063167416,LAH9804,NY,PAS,2023-06-28T00:00:00.000,71,4DSD,INFIN,T,60130,81130,40030,20250614,83,83,83,372284,T301,H,0716A,K,O,132,Melrose St,0,408,J6,YYYYYYY,BL,2015,0,11,71A-Insp Sticker Expired (NYS),,,,,,,
9066791123,LBJ7152,NY,PAS,2023-07-17T00:00:00.000,38,2DSD,BMW,T,5580,43130,5080,20250424,78,78,78,376112,T302,P,0207P,K,O,276,5th Ave,0,408,H1,YYYYYY,GY,2023,0,50,38-Failure to Dsplay Meter Rec,,0800A,0700P,,303754,,
4851928476,HWF9405,NY,PAS,2023-07-15T00:00:00.000,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1054A,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,WH,2018,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
4848298489,KAE3999,NC,PAS,2023-06-27T00:00:00.000,36,VN,DODGE,V,0,0,0,0,,0,0,0,,,0624A,BK,,,SB FLATBUSH AVE @ SC,0,1180,B,,,2012,0,,PHTO SCHOOL ZN SPEED VIOLATION,HENECTADY AVE,,,,,T,
8978642640,LBE2820,NY,PAS,2023-07-15T00:00:00.000,40,SUBN,KIA,T,67530,65030,41730,20250504,70,70,70,357080,T302,S,0646A,K,F,1039,Ocean Ave,0,408,E2,YYYYYYY,RD,2020,0,,40-Fire Hydrant,,,,,,,
9063365986,LCA8530,NY,PAS,2023-07-17T00:00:00.000,20,4DSD,HONDA,T,0,0,0,20250521,52,52,52,365875,T201,N,0639A,BX,I,S,Bedford Park Blvd,0,408,D,YYYYYYY,RED,2019,0,52,20A-No Parking (Non-COM),15ft W/of Decatur Av,,,,,,
9065067036,KRK6598,NY,PAS,2023-07-18T00:00:00.000,70,SUBN,LEXUS,T,18850,10110,10010,20230707,19,19,19,354164,T103,H,1027A,NY,O,340,E 94th St,0,408,J3,YYYYYYY,GY,2017,0,56,70A-Reg. Sticker Expired (NYS),,,,,,,
4853325001,KFG6636,NY,PAS,2023-07-23T00:00:00.000,36,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0456A,BX,,,SB WHITE PLAINS RD @,0,1180,B,,BK,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,WATSON AVE,,,,,T,
4848562119,LAR1484,NY,PAS,2023-06-27T00:00:00.000,36,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0617P,BK,,,SB RALPH AVE @ BEVER,0,1180,B,,WH,2015,0,,PHTO SCHOOL ZN SPEED VIOLATION,LEY RD,,,,,T,
9060063168,HTZ5420,NY,PAS,2023-07-18T00:00:00.000,21,SUBN,TOYOT,T,75530,27530,29830,20231221,84,84,84,355074,T301,F,0839A,K,F,43,Schermerhorn St,0,408,D1,YYYYYY,GY,2019,0,3,21-No Parking (street clean),,0830A,0900A,,,,
2012931741,HPX7635,NY,PAS,2023-07-21T00:00:00.000,21,SUBN,JEEP,S,39830,26030,39930,20230613,75,75,0,584011,KN05,,1136A,Kings,F,218,ETNA STREET,0,408,d1,Y  Y,BK,2012,0,,No Parking Street Cleaning,,1100A,1230P,,,,00000
4852296510,HVK3263,NY,PAS,2023-07-15T00:00:00.000,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0727P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,BK,2017,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
4848406470,KEM1512,NY,PAS,2023-06-25T00:00:00.000,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,1235A,QN,,,NB GUY R BREWER BLVD,0,1180,B,,RD,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,@ 160TH ST,,,,,T,
4852201936,HUE3211,NY,PAS,2023-07-13T00:00:00.000,36,PICK,RAM,V,0,0,0,0,,0,0,0,,,0506P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,GY,2014,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
9063628640,KFK7204,NY,PAS,2023-07-24T00:00:00.000,38,4DSD,MAZDA,T,6130,5580,5680,20241004,78,78,78,361835,T302,A,1015A,K,F,374,10th St,0,408,H1,YYYYYY,WH,2016,0,56,38-Failure to Dsplay Meter Rec,,0900A,0700P,,303078,,
9062726938,KMY1447,NY,PAS,2023-07-01T00:00:00.000,38,SUBN,ROVER,T,13810,13610,25990,20231201,1,1,1,361904,T105,I,0107P,NY,O,448,Broome St,0,408,H1,Y,WH,2019,0,57,38-Failure to Dsplay Meter Rec,,0800A,1000P,,106814,,
9067961115,KBZ7454,NY,PAS,2023-07-14T00:00:00.000,38,SUBN,BMW,T,13430,77730,51030,20240728,84,84,84,353177,T301,F,0456P,K,F,329,Atlantic Ave,0,408,H1,YYYYYY,GY,2023,0,7,38-Failure to Dsplay Meter Rec,,0900A,0700P,,342427,,
9065142605,K25PPL,NJ,PAS,2023-07-14T00:00:00.000,48,SUBN,FORD,T,64230,90730,90780,88888888,60,60,60,349483,T302,D,0235P,K,F,532,Neptune Ave,0,408,E9,YYYYYYY,WHITE,0,0,15,48-Bike Lane,,,,,,,
4853967138,KFP1670,NY,PAS,2023-07-23T00:00:00.000,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0459P,QN,,,NB 164TH ST @ 59TH A,0,1180,B,,BK,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,VE,,,,,T,
9067880437,KZL1467,NY,PAS,2023-07-20T00:00:00.000,21,SUBN,FORD,T,18510,10210,10110,20241230,19,19,19,352009,T103,E,0914A,NY,F,209,E 76th St,0,408,D1,Y  Y,BLACK,2023,0,47,21-No Parking (street clean),,0900A,1030A,,,,
9066842090,HRF7813,NY,PAS,2023-07-18T00:00:00.000,21,4DSD,MAZDA,T,90330,93530,54100,20230525,83,83,83,371763,T301,G,1202P,K,O,281,Weirfield St,0,408,D1,Y,GY,2014,0,,21-No Parking (street clean),,1100A,1230A,,,,
9059955559,KVF3329,NY,PAS,2023-07-14T00:00:00.000,40,SEDN,HYUND,T,9540,19090,19190,20240218,110,110,110,369610,T401,X,1042P,Q,O,98-18,41st Ave,0,408,E2,YYYYYYY,GY,2022,0,,40-Fire Hydrant,,,,,,,
4849301587,JFR2723,NY,PAS,2023-06-29T00:00:00.000,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0528A,BK,,,EB ATLANTIC AVE @ HI,0,1180,B,,BK,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,NSDALE ST,,,,,T,
4848850782,JHL4843,NY,PAS,2023-06-30T00:00:00.000,36,PICK,TOYOT,V,0,29890,0,0,,0,0,0,,,0729A,MN,,,WB W 145TH @ BROADWA,0,1180,B,,GY,2019,0,,PHTO SCHOOL ZN SPEED VIOLATION,Y,,,,,T,
4852127268,JLG6183,NY,PAS,2023-07-16T00:00:00.000,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0145P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,GY,2016,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
9060136536,KFS7537,NY,PAS,2023-07-02T00:00:00.000,40,SUBN,HONDA,T,18910,25390,27790,20240830,23,23,23,365379,T103,H,1039A,NY,F,51,E 97th St,0,408,E2,YYYYYYY,GY,2020,1,5,40-Fire Hydrant,,,,,,,
9065535536,LAB5670,NY,OMS,2023-07-14T00:00:00.000,21,SUBN,ACURA,T,74330,26730,95030,20230930,90,90,90,363979,T301,L,1108A,K,O,49,Rutledge St,0,408,D1,Y  Y,PR,2023,0,14,21-No Parking (street clean),,1100A,1230A,,,,
9063347870,KTN3129,NY,PAS,2023-07-20T00:00:00.000,21,4DSD,NISSA,T,18470,25390,27790,20240228,19,19,19,352070,T103,Q,0910A,NY,F,55,E 74th St,0,408,D1,Y  Y,GY,2022,0,1,21-No Parking (street clean),,0900A,1030A,,,,
4851834251,KEL9603,NY,PAS,2023-07-14T00:00:00.000,36,PICK,FORD,V,0,0,0,0,,0,0,0,,,0449P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,BK,2011,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
9067155949,KHX8870,NY,PAS,2023-07-20T00:00:00.000,38,SUBN,HONDA,T,64290,7240,7540,20241118,114,114,114,376136,T401,N,0110P,Q,F,25-49,Steinway St,0,408,H1,YYYYYY,RD,2009,0,,38-Failure to Dsplay Meter Rec,,0800A,0700P,,426140,,
4031143760,MDG9316,PA,PAS,2023-07-12T00:00:00.000,5,SW,ME/BE,V,0,0,0,0,,0,0,0,,,0443P,MN,,,EB E 14TH STREET @ B,0,1111,C,,,2015,0,,BUS LANE VIOLATION,ROADWAY,,,,,T,
4852676719,KHP8585,NY,PAS,2023-07-19T00:00:00.000,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0137P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,WH,2013,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
4853110823,KYH5386,NY,PAS,2023-07-21T00:00:00.000,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0150P,QN,,,EB UNION TPKE @ 210T,0,1180,B,,GY,2019,0,,PHTO SCHOOL ZN SPEED VIOLATION,H ST,,,,,T,
4852257103,LCV7996,NY,PAS,2023-07-15T00:00:00.000,36,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,1249P,BX,,,SB CARPENTER AVE @ E,0,1180,B,,BK,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,227TH ST,,,,,T,
4851954980,HMY5826,NY,PAS,2023-07-12T00:00:00.000,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0627A,MN,,,NB WEST ST @ LEROY S,0,1180,B,,GY,2016,0,,PHTO SCHOOL ZN SPEED VIOLATION,T,,,,,T,
9067953120,LCB8667,NY,PAS,2023-07-21T00:00:00.000,21,SUBN,GMC,T,0,0,0,20230817,79,79,79,363998,T301,G,0913A,K,F,74,McDonough Ave,0,408,D1,Y  Y,SILVE,2020,0,10,21-No Parking (street clean),,0900A,1030A,,,,
9062879949,KKT5180,NY,PAS,2023-07-01T00:00:00.000,70,4DSD,VOLKS,T,33200,37326,16410,20230504,121,121,121,363921,T303,N,0823A,R,O,154,Holland Ave,0,408,J3,YYYYYYY,LTG,2010,0,,70A-Reg. Sticker Expired (NYS),,,,,,,
4851986877,GLS7226,NY,PAS,2023-07-14T00:00:00.000,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0938A,BK,,,SB OCEAN PKWY @ AVE,0,1180,B,,GY,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,O,,,,,T,
5128711365,MDE9769,PA,PAS,2023-07-06T00:00:00.000,7,SW,HONDA,V,0,0,0,0,,0,0,0,,,0359P,QN,,,WB QUEENS BLVD @ 58T,0,1111,D,,,2016,0,,FAILURE TO STOP AT RED LIGHT,H ST,,,,,T,
4849444740,KMR8648,NY,PAS,2023-07-04T00:00:00.000,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0419A,QN,,,EB BEACH CHANNEL DR,0,1180,B,,WH,2019,0,,PHTO SCHOOL ZN SPEED VIOLATION,@ B 135TH ST,,,,,T,
4848707389,LZF1711,PA,PAS,2023-06-29T00:00:00.000,36,SDN,NISSA,V,0,0,0,0,,0,0,0,,,0435A,BX,,,SB EDGEWATER RD @ LA,0,1180,B,,,2016,0,,PHTO SCHOOL ZN SPEED VIOLATION,FAYETTE AVE,,,,,T,
4852808065,LAP1724,NY,PAS,2023-07-17T00:00:00.000,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1101P,BK,,,EB FLATLANDS AVE @ E,0,1180,B,,RD,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,LTON ST,,,,,T,
4852690078,LTZ6511,PA,PAS,2023-07-19T00:00:00.000,36,,ACURA,V,0,0,0,0,,0,0,0,,,0546P,ST,,,WB GOETHALS RD N @ J,0,1180,B,,,0,0,,PHTO SCHOOL ZN SPEED VIOLATION,ULES DR,,,,,T,
9067085996,KZU5192,NY,PAS,2023-07-20T00:00:00.000,21,SUBN,SUBAR,T,45930,52130,94730,20241207,83,83,83,370326,T301,H,1225P,K,O,1450,Greene Ave,0,408,D1,Y  Y,BR,2023,0,11,21-No Parking (street clean),,1200A,0130P,,,,
9040827230,KEF4581,NY,PAS,2023-06-28T00:00:00.000,38,4DSD,LEXUS,T,56040,0,0,20241005,111,111,111,356951,T401,YP,0158P,Q,I,W,Morgan St,0,408,H1,YYYYYY,BK,2006,0,,38-Failure to Dsplay Meter Rec,15ft N/of Northern B,0900A,0700P,,436910,,
9062894227,HPC5764,NY,PAS,2023-07-01T00:00:00.000,71,SUBN,SUBAR,T,32740,0,0,20250426,100,100,100,355156,T402,M,0715A,Q,I,W,Beach 84th St,0,408,J6,YYYYYYY,GY,2017,0,,71A-Insp Sticker Expired (NYS),100ft N/of Shore Fro,,,,,,
4852750075,LCF1988,NY,OMS,2023-07-16T00:00:00.000,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1159P,BK,,,WB EASTERN PKWY @ CL,0,1180,B,,GY,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,ASSON AVE,,,,,T,
9067025963,KZG2404,NY,PAS,2023-07-24T00:00:00.000,38,4DSD,TOYOT,T,22690,76950,76950,20241117,60,60,60,350416,T302,I,0201P,K,I,,Brighton Beach Lot,0,408,H1,YYYYYY,LTG,2015,0,41,38-Failure to Dsplay Meter Rec,,0700A,1200A,,342831,,
9064154569,GMU6377,NY,PAS,2023-07-14T00:00:00.000,21,SUBN,VOLKS,T,58030,50930,75130,20240303,81,81,81,347663,T301,D,0958A,K,F,808,Macon St,0,408,D1,Y  Y,BK,2017,0,,21-No Parking (street clean),,0900A,1030A,,,,
9064527155,KNM7688,NY,PAS,2023-07-18T00:00:00.000,71,SUBN,ME/BE,T,36210,24690,10610,20250322,28,28,28,364937,T103,CC,0839A,NY,F,160,W 122nd St,0,408,J6,YYYYYYY,WH,2009,0,53,71A-Insp Sticker Expired (NYS),,,,,,,
4853046835,KZX2867,NY,PAS,2023-07-20T00:00:00.000,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0822P,ST,,,EB DRUMGOOLE RD E @,0,1180,B,,BK,2013,0,,PHTO SCHOOL ZN SPEED VIOLATION,HUGUENOT AVE,,,,,T,
4852697668,KWG7638,NY,PAS,2023-07-19T00:00:00.000,36,SUBN,MAZDA,V,0,0,0,0,,0,0,0,,,0733P,QN,,,WB ASTORIA BLVD N @,0,1180,B,,RD,2022,0,,PHTO SCHOOL ZN SPEED VIOLATION,42ND ST,,,,,T,
9066162508,M76PNG,NJ,PAS,2023-07-22T00:00:00.000,74,SUBN,TOYOT,T,17150,21730,25990,88888888,6,6,6,373727,T105,E,0230P,NY,F,54,E 8th St,0,408,J2,YYYYYYY,WHITE,0,0,8,74A-Improperly Displayed Plate,,,,,,,
9065455929,KTF9442,NY,PAS,2023-07-14T00:00:00.000,37,4DSD,DODGE,T,51790,8590,8790,20231130,115,115,115,361793,T401,K,0124P,Q,F,35-38,Junction Blvd,0,408,H1,YYYYYY,BK,2014,0,,37-Expired Parking Meter,,0800A,0700P,,405473,,1242P
9066385870,KZH8549,NY,PAS,2023-07-21T00:00:00.000,74,4DSD,HONDA,T,5580,10230,10280,20250423,68,68,68,371174,T302,C,1104A,K,F,7316,5th Ave,0,408,J2,YYYYYYY,BK,2010,0,32,74A-Improperly Displayed Plate,,,,,,,
4852585090,KSA5632,NY,PAS,2023-07-18T00:00:00.000,36,4DSD,KIA,V,0,0,0,0,,0,0,0,,,1217P,QN,,,SB 164TH ST @ 59TH A,0,1180,B,,GY,2013,0,,PHTO SCHOOL ZN SPEED VIOLATION,VE,,,,,T,
9066586473,JHV8232,NY,PAS,2023-07-19T00:00:00.000,38,4DSD,FORD,T,24290,0,0,20230709,103,103,103,358609,T402,S,1019A,Q,I,W,165th St,0,408,H1,YYYYYY,WH,2007,0,19,38-Failure to Dsplay Meter Rec,20ft N/of 88th Ave,0830A,0700P,,432371,,
9063395516,KFN7924,NY,PAS,2023-06-28T00:00:00.000,16,SUBN,HONDA,T,35480,14380,54050,20250111,61,61,61,357334,T302,A,1043A,K,O,1656,E 15th St,0,408,K2,YYYYY,GY,2014,0,59,16A-No Std (Com Veh) Non-COM,,0600A,0700P,,,,
5128584252,HRE6096,NY,PAS,2023-07-01T00:00:00.000,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1130A,QN,,,EB GRAND CENTRAL PKW,0,1111,D,,BK,2018,0,,FAILURE TO STOP AT RED LIGHT,Y SVC RD @ 72ND RD,,,,,T,
